dt,Virginia,California,Florida,Arizona,New Jersey,Texas,New York,Michigan,Colorado,Nevada,Washington,Massachusetts,Illinois,Tennessee,Georgia,Missouri,South Carolina,Idaho,North Carolina,Rhode Island,West Virginia,Hawaii,Oregon,Utah,Pennsylvania,the District of Columbia,Vermont,Montana,Ohio,Maine,Wyoming,New Hampshire,Alabama,Maryland,Indiana,Connecticut,Oklahoma,New Mexico,Wisconsin,South Dakota,Iowa,Alaska,Kansas,Minnesota,Nebraska,North Dakota,Louisiana,Arkansas,Delaware,Kentucky,Mississippi
2000-01-01,136640,200355,114893,134216,183944,114264,150079,121246,183783,161297,172608,204750,145304,114830,131932,101200,122203,125585,135102,142842,71335,220999,159637,178960,106237,186306,128527,,111248,114941,,139079,103790,162313,104181,170761,80747,,119292,118373,96286,132216,96100,134761,120444,,105738,81854,151312,93544,85691
2000-02-01,137131,201206,115232,134540,184704,114388,150847,121449,184678,161344,173200,205724,145623,115019,132377,101403,122608,125539,135433,143791,71395,220880,160146,179107,106597,187274,128901,,111413,115533,,139767,104071,162338,104117,171695,80813,,119344,118107,96577,132403,96163,135442,120761,,106084,82029,151707,93651,85703
2000-03-01,137588,202278,115590,134923,185340,114427,151488,121835,185527,161657,173708,206741,146056,115166,132820,101653,122878,125650,135717,144661,71469,221370,160542,179315,106887,188175,129377,,111587,115973,,140485,104225,162540,104018,172565,81031,,119589,117736,96816,132555,96332,135978,121000,,106290,82182,152116,93787,85749
2000-04-01,138411,204532,116287,135668,186710,114635,152843,122522,187442,162320,174693,208658,146908,115497,133708,102181,123503,125823,136305,146320,71603,222055,161359,179800,107453,190216,130235,,112040,116944,,141457,104574,162957,103557,173932,81370,,119901,117326,97314,132682,96545,137220,121394,,106752,82493,152978,94088,85910
2000-05-01,139131,206949,116949,136444,187899,114684,154067,123364,189338,163025,175624,210524,147786,115789,134555,102763,123975,126233,136858,147741,71733,223401,161955,181660,107943,192123,131074,,112588,117698,,142470,104904,163674,103425,174878,81773,,120377,117252,97786,132930,96815,138377,121521,,107137,82721,153867,94409,86336
2000-06-01,139783,209464,117608,137051,189255,114756,155324,124163,191399,163662,176400,212462,148641,116031,135388,103336,124488,126633,137400,148601,71918,224730,162469,183257,108389,194299,131752,,113178,118526,,143460,105274,164408,103539,175791,82096,,120829,117104,98197,133028,97072,139690,121579,,107519,82918,154749,94715,86820
2000-07-01,140621,212077,118256,137695,190690,114760,156348,125069,193374,164163,177259,214767,149582,116287,136191,103941,124943,126978,137889,149408,72143,225988,162849,184782,108840,196253,132400,,113676,119354,,144918,105562,165223,104144,176796,82439,,121416,116975,98588,133419,97424,141071,121610,,107856,83096,155590,95054,87208
2000-08-01,141575,214846,118923,138318,192451,114977,157197,125905,195591,164814,177979,217626,150676,116538,137056,104617,125469,127328,138330,150242,72464,227549,163317,184976,109233,197868,133061,,114139,120181,,146533,105811,165894,104572,178036,82747,,122012,116712,98878,133415,97794,143169,121838,,108066,83340,156301,95445,87542
2000-09-01,142605,217631,119603,139060,194341,115229,157940,126671,197829,165515,178631,220755,151805,116869,137935,105289,126019,127594,138762,151390,72706,229028,163674,185464,109649,199034,133812,,114602,121047,,148220,106115,166606,104887,179259,83032,,122584,117080,99220,133604,98131,145098,122088,,108416,83632,156945,95882,87843
2000-10-01,143540,220271,120296,139742,196197,115491,158790,127384,200034,166209,179202,224012,152924,117167,138871,106013,126558,127888,139243,152464,73038,230643,164068,185890,110045,198985,134784,,115055,121839,,150248,106490,167392,105276,180647,83297,,123151,117328,99671,133508,98510,147083,122350,,108853,83932,157522,96267,88266
2000-11-01,144531,222915,121027,140381,197757,115824,159921,128181,202144,166910,179855,227067,153940,117527,139792,106800,127108,128108,139821,153491,73523,231463,164489,186519,110530,199378,135737,,115514,122924,,152071,106926,168226,105850,182027,83653,,123675,117254,100098,133813,98950,148532,122685,,109471,84394,158385,96714,88715
2000-12-01,145564,225511,121790,141007,199145,116204,161134,129037,204169,167576,180715,230149,154904,117955,140810,107509,127535,128362,140435,154673,74167,232344,165015,187088,111036,199890,136700,,115969,124097,,153984,107412,169174,106538,183223,84096,,124225,117071,100618,134216,99476,150269,123034,,110077,84911,159125,97193,89357
2001-01-01,146615,227595,122552,141622,200491,116440,162295,129830,206264,168259,181612,232850,155805,118466,141814,107998,128122,128856,141086,155805,74915,233099,165628,187654,111541,201102,137521,,116406,125594,,155659,107968,169902,107028,184354,84594,,124731,117216,100914,137612,100155,151757,123641,,110773,85544,160035,97793,89952
2001-02-01,147514,229752,123354,142245,202191,116397,163260,130453,208206,169048,182525,235385,156612,118848,142674,108347,128627,129318,141536,157021,75257,233892,166112,187935,112029,202207,138600,,116780,126889,,157634,108414,170631,107170,185345,85058,,125308,117568,101264,142158,100926,153145,123956,,111373,85852,160735,98315,90273
2001-03-01,148497,232218,124204,142871,203882,116190,164215,131017,210202,169881,183372,237971,157557,119197,143427,108835,129191,129998,141935,158383,75568,234555,166656,188120,112560,203614,139727,,117169,128128,,159412,108788,171261,107226,186628,85435,,125908,118233,101475,147596,101698,154606,120164,,111986,86101,161618,98826,90495
2001-04-01,149506,235325,125127,143507,205735,116110,165235,131544,212108,170727,184180,240683,158469,119467,144103,109468,129507,130563,142219,160019,75690,235379,167090,188310,113137,205782,140841,,117560,129069,,161309,109042,172212,107263,188032,85772,,126585,118719,101842,150718,102291,156216,116134,,112494,86216,162399,99259,90707
2001-05-01,150638,238197,126087,144143,207443,116204,166325,132163,213979,171605,184782,243423,159575,119777,144854,110153,129917,131082,142569,161613,76039,236633,167582,188404,113624,207933,141772,,117940,130327,,163422,109301,173218,107577,189519,86035,,127199,119477,102199,153338,102828,157743,112341,,112910,86538,163233,99705,91107
2001-06-01,151702,240692,127081,144770,209347,116340,167481,132713,215638,172502,185411,246274,160601,120037,145542,110852,130322,131389,142882,163167,76305,237948,168055,188614,114096,210009,142625,,118260,131633,,165610,109551,174399,107939,190892,86299,,127811,119647,102632,155472,103335,159242,112644,,113267,86850,163976,100164,91450
2001-07-01,152868,243054,128160,145348,211311,116464,168664,133251,217306,173536,185956,249267,161678,120268,146214,111535,130841,131755,143157,164816,76559,239379,168628,188746,114593,212154,143498,,118611,133078,,167704,109835,175576,108347,192149,86539,,128433,119913,103012,157553,103826,160817,112995,,113601,87211,164652,100600,91710
2001-08-01,153988,245415,129303,145948,213472,116554,169882,133809,218964,174673,186720,252545,162772,120569,146902,112148,131179,132237,143494,166881,76792,240716,169283,189055,115140,214657,144236,,118995,134145,,169520,110053,176893,108637,193974,86840,,129073,119831,103438,158781,104284,162618,113261,,114008,87470,165327,100954,92012
2001-09-01,155167,247766,130463,146568,215771,116661,171027,134425,220432,175758,187329,255585,163930,120877,147587,112760,131488,132747,143819,169100,76977,242304,169859,189293,115676,217347,145009,,119377,135211,,171434,110342,178210,108732,195879,87160,,129704,119894,103850,159695,104697,164500,113541,,114437,87700,166067,101252,92279
2001-10-01,156279,249984,131613,147261,218162,116785,172252,135039,221695,176792,188111,258989,165110,121232,148273,113418,131797,133211,144198,171623,77216,243905,170423,189581,116150,220014,145889,,119742,136150,,173251,110692,179439,108981,198074,87456,,130320,120147,104264,160298,105139,166448,113788,,114860,87824,166885,101522,92714
2001-11-01,157485,252077,132695,147951,220223,116857,173544,135573,222696,177626,188745,262246,166131,121483,148877,114120,132148,133442,144447,173679,77325,245256,170924,189757,116670,222521,147016,,120068,137438,,175026,111021,180679,109149,199787,87697,,130909,120421,104663,161267,105580,168199,114043,,115271,87936,167752,101803,92954
2001-12-01,158602,254049,133776,148571,222072,116926,174941,136087,223478,178577,189670,265279,166987,121666,149457,114831,132487,133711,144689,175790,77421,246471,171520,189823,117157,225141,148154,,120380,138608,,176825,111231,181974,109485,201174,87934,,131496,120558,105101,162258,106058,169635,114343,,115600,88015,168654,102061,93147
2002-01-01,159660,255566,134808,149063,223845,116993,176338,136668,223840,179357,190371,267588,167773,121801,149971,115476,132714,133864,144904,177365,77495,247263,172090,189872,117668,227601,149359,,120650,140024,,178645,111339,183313,109462,202321,88185,,132065,120682,105344,163013,106510,170826,114716,,115831,88148,169595,102281,93258
2002-02-01,160749,257238,135795,149532,225846,117192,177620,137193,224310,180068,191143,269679,168649,122022,150531,116124,132856,134204,145120,179266,77755,248574,172663,189806,118210,230192,150581,,120914,141447,,180410,111534,184614,109514,203522,88515,,132646,121384,105536,163752,106882,171881,115071,,116202,88338,170586,102541,93328
2002-03-01,161911,259211,136782,150080,227950,117554,178718,137691,225045,180903,191800,271988,169758,122258,151044,116668,133020,134420,145347,181121,78096,249989,173212,189969,118806,232299,151885,,121199,142996,,181938,111694,185960,109373,205073,88792,,133192,121802,105642,164458,107223,172923,115413,,116642,88543,171686,102785,93423
2002-04-01,163236,261931,137845,150689,230085,118020,179846,138048,225967,181918,192388,274474,170685,122457,151579,117202,133172,134672,145479,183389,78360,251811,173782,190140,119466,234938,153107,,121487,144608,152790,183681,111884,187508,109317,206824,89069,137343,133728,122082,106028,165469,107527,173914,115657,,117148,88745,172807,103026,93392
2002-05-01,164545,264974,138978,151279,232249,118479,181034,138397,226913,183018,192841,277110,171698,122652,152070,117743,133439,134916,145696,185934,78537,253183,174508,190271,120141,237762,154181,,121790,146037,150661,185232,112095,189430,109427,208812,89271,137603,134251,122138,106506,166124,107368,175255,116046,,118143,88993,173888,103213,93576
2002-06-01,166009,268301,140150,151959,234654,118977,182413,138757,227680,183889,193214,279769,172587,122858,152547,118364,133667,135294,145881,188637,78695,254846,175337,190371,120850,241070,155217,,122086,147543,149982,187041,112340,191507,109732,210989,89484,137664,134789,122613,107072,166547,107193,176506,116359,,118888,89277,175017,103420,93782
2002-07-01,167523,272209,141328,152681,237302,119457,183845,139053,228433,184755,193757,282836,173767,123093,152964,119015,134029,135619,146153,191632,78913,256963,176207,190469,121631,244152,156080,,122417,148997,148827,188758,112609,193737,110079,213203,89717,138021,135315,123065,107487,166911,107011,177875,116712,,119690,89603,176139,103687,94152
2002-08-01,169123,276366,142618,153540,240619,119975,185450,139400,228888,185662,194404,285993,175013,123277,153367,119587,134325,135901,146384,195274,79178,259766,176839,190433,122511,247054,156866,,122738,150308,149238,190850,112818,195983,110122,215258,89972,138374,135916,123431,107836,167334,106992,179059,116988,,,89857,177309,103967,94391
2002-09-01,170691,280515,143838,154207,244205,120388,187044,139694,229420,186431,195006,289544,176247,123484,153799,120207,134640,136185,146615,199646,79427,263111,177410,190213,123397,250265,157508,,123060,151571,150099,193014,113069,198173,110054,216988,90261,138802,136518,123984,108081,167934,107024,180342,117330,,119477,90151,178349,104266,94725
2002-10-01,172212,284408,145066,154930,247917,120741,188589,140103,229970,187441,195611,293748,177396,123746,154272,120885,134936,136499,146845,203617,79804,266176,177963,189733,124253,253781,158273,,123393,152705,150700,195450,113322,200281,110146,219334,90536,139142,137232,124249,108413,168366,107059,181574,117719,,119518,90507,179483,104544,95067
2002-11-01,173637,288279,146207,155540,251154,121045,190077,140469,230486,188570,196188,298044,178237,123993,154680,121572,135280,136750,147055,206797,79996,268880,178703,189524,124946,258191,159116,,123756,153984,151242,197672,113606,202193,110362,221977,90817,139481,137852,124418,108802,168980,107903,182836,118084,,120038,90889,180606,104830,95370
2002-12-01,174963,292121,147527,156279,254203,121310,191677,140868,230682,189858,196590,302004,179200,124242,155016,122171,135624,136878,147294,209306,80159,270891,179419,189296,125653,262571,160065,,124128,155299,151493,199940,113895,204225,110632,224439,91089,139793,138482,124497,109253,169527,108604,184270,118511,,120540,91250,181910,105078,95597
2003-01-01,176113,295374,148869,156925,257168,121566,193256,141243,230720,191043,197171,304960,180125,124406,155339,122698,135964,137004,147537,211811,80219,273333,180111,189197,126344,266297,161002,,124470,156747,152041,202083,114134,206103,110689,226419,91343,140156,138973,125161,109627,169949,109334,185694,118972,,121021,91481,183275,105315,95718
2003-02-01,177361,298438,150286,157653,260149,121761,194851,141620,230798,192255,197757,307922,181239,124675,155680,123274,136378,137266,147783,214710,80576,276398,180736,189262,127090,269514,162066,,124825,158104,152625,204339,114460,208107,110746,227911,91615,140424,139520,126283,109963,170332,109570,186997,119453,,121456,91769,184814,105604,95895
2003-03-01,178708,301784,151732,158282,263119,122017,196653,141838,231213,193609,198753,310980,182250,124923,156081,123838,136768,137351,148025,217893,80982,280090,181438,189241,127807,272349,163140,,125159,159320,153062,206672,114787,210116,110776,229852,91904,140654,140180,126825,110218,170680,109430,188195,119906,,121772,92033,186434,105909,96159
2003-04-01,180306,305747,153293,159033,266115,122238,198345,142099,231616,195025,199725,314395,183400,125232,156433,124407,137051,137854,148218,221214,81418,283587,182213,189462,128590,275775,164131,,125518,160315,153624,208739,115204,212356,110930,232010,92227,140820,140877,127019,110507,171220,108890,189338,120279,,121829,92360,188109,106216,96500
2003-05-01,182021,310084,154885,159782,269224,122455,200056,142522,231826,196707,200930,317654,184398,125518,156742,125025,137340,138339,148434,224743,81780,287356,183086,189664,129549,279245,165156,,125861,161814,154444,211028,115506,214763,111146,234620,92480,141062,141723,126629,110795,172116,108634,190648,120788,,121833,92731,189844,106503,96790
2003-06-01,183794,313800,156432,160621,272522,122654,201686,143054,231940,198375,202011,320451,185324,125831,157004,125706,137678,138949,148624,228517,82136,291277,184039,190076,130668,282973,166222,,126256,163376,155493,213093,115765,217441,111446,237115,92690,141507,142597,126818,111125,173273,108759,191845,121217,,121950,93104,191408,106772,97004
2003-07-01,185742,317956,157958,161468,275945,122843,203432,143538,232093,200422,203141,322598,186213,126122,157263,126378,138201,139265,148867,232627,82502,295157,185120,190294,131838,286591,167359,,126684,165235,156292,215165,116005,220201,111762,239489,92880,142054,143577,127179,111527,175186,109489,193162,121793,,122263,93520,192975,107049,97054
2003-08-01,187694,322391,159546,162410,279463,123084,205459,143992,232330,202574,204475,324781,187395,126427,157621,127051,138678,139577,149172,236149,82721,299131,186323,190383,132895,290020,,,127188,167125,157033,217050,116280,223040,111991,241582,93131,142633,144708,127949,112020,176537,110073,194415,122246,,122759,93870,194544,107333,97288
2003-09-01,189723,327475,161191,163486,282652,123276,207612,144495,232587,205118,205808,327334,188742,126739,157996,127723,139163,139981,149482,239317,82923,302969,187479,190446,133941,293454,171251,,127680,169231,157663,219281,116590,225942,112140,243978,93424,143056,145878,128955,112525,178250,110764,195801,122830,,123231,94283,196378,107675,97515
2003-10-01,191799,332234,162844,164511,285503,123492,209761,145107,232813,207717,207123,330130,190026,127088,158373,128449,139623,140287,149786,242451,83057,308328,188699,190569,134920,297532,173583,,128157,171411,158436,221648,116844,228912,112368,245980,93686,143552,147128,130087,113020,179707,111279,197037,123319,,123831,94665,198106,108019,97903
2003-11-01,193786,336803,164446,165335,287903,123619,211493,145606,233241,210821,208140,332873,191081,127392,158691,129103,140080,140463,150047,245706,83351,313792,189748,190795,135795,300814,174704,,128527,172987,159163,223594,117126,231624,112578,248417,93913,144148,147930,130751,113465,181096,111570,198285,123845,,124263,95048,199615,108330,98090
2003-12-01,195703,341244,165969,166046,290245,123745,213071,146100,233676,213915,209305,335379,192013,127682,159057,129795,140542,140761,150374,249127,83709,318306,190801,191034,136577,303818,175701,,128880,174574,159756,225165,117381,234161,112818,250615,94152,145009,148613,131004,113890,182196,111892,199481,124359,,124712,95398,200912,108607,98233
2004-01-01,197426,345978,167519,166698,292657,124286,214724,146576,234046,217483,210587,337745,193113,127970,159380,130402,140970,141119,150715,251953,84192,322510,191580,191273,137277,307030,176603,,129181,176180,160292,226787,117667,236497,112978,252799,94465,145701,149190,131092,114220,182178,112097,200631,124899,,125154,95786,202333,108861,98413
2004-02-01,199475,351402,169091,167644,295270,,216330,146972,234363,221067,211915,340237,194210,128339,159755,130893,141468,141695,151081,255328,84731,327565,192519,191678,138217,310600,178338,,129556,178282,160915,228617,117948,239129,113151,254526,94816,146514,150039,131726,114457,183069,112405,201876,125483,,125708,96272,203842,109156,98681
2004-03-01,201901,357527,170871,168778,298298,,217639,147413,234753,,213320,342868,195358,128756,160123,131263,141998,142312,151402,258426,85384,333145,193641,192087,139132,314761,180045,,129945,180406,161767,230558,118286,241749,113405,256356,95121,147057,150887,132468,114718,183622,112852,203096,126031,,126339,96804,205428,109409,99033
2004-04-01,204803,364510,172827,170151,301570,128460,219019,147704,235362,232307,214970,345841,196637,129216,160618,131581,142495,143020,151746,261846,85913,339459,195066,192537,140179,318530,181899,,130320,182369,162870,232692,118614,244954,113615,258688,95388,147655,151931,133011,115070,185025,113573,204552,126541,,126925,97360,207450,109605,99330
2004-05-01,208230,372573,175116,171822,305415,129415,220695,148106,236089,239699,217107,348729,198051,129628,161098,132057,143146,143765,152056,265439,86372,345481,196806,192701,141397,323256,184302,,130683,184912,164095,235086,119015,248473,114016,261519,95629,148352,153229,133695,115459,186188,114156,205979,127127,,127408,97823,209857,109818,99620
2004-06-01,212041,381484,177698,173630,309400,129880,222752,148473,236854,247327,219480,351341,199615,130054,161539,132605,143844,144627,152449,269723,86795,353654,198655,192941,142801,328404,186755,,131031,187666,165513,237544,119506,252706,114401,264624,95862,149364,154674,134601,115870,187579,114577,207576,127691,,127977,98291,212748,110073,99859
2004-07-01,216341,390279,180544,,313585,130443,224989,148903,237487,258233,221734,354013,201045,130514,161945,133284,144690,145543,152835,274041,87410,362245,200748,193154,144427,334669,188892,,131417,190638,166850,239504,120076,257189,114835,267638,96101,150484,156254,135837,116240,188953,114766,208980,128344,,128521,98732,215567,110415,100177
2004-08-01,220771,398488,183675,,317836,130943,227189,149310,238070,267415,223838,356731,202464,131006,162453,133843,145385,146362,153257,277850,88041,370658,202705,193380,145887,340158,190067,,131738,192174,168426,241436,120567,262190,115190,270409,96421,151359,157416,136759,116652,190129,115124,210245,128833,,129273,99224,218236,110711,100573
2004-09-01,225158,406306,186738,181257,321955,131580,229524,149694,238297,278326,225774,360143,203670,131519,163007,134315,146172,147051,153708,280912,88650,377170,204578,193526,147362,347012,191270,,132055,193458,169870,243218,121014,267112,115421,273092,96825,151945,158515,137578,117015,191861,116428,211431,129147,,129884,99732,220686,111006,101127
2004-10-01,228884,413939,189613,183925,326016,132127,231730,150138,238674,285440,227719,363354,204914,132061,163607,134754,146979,147647,154207,284305,89210,383526,206301,193621,148564,355322,192913,,132356,194499,171166,245102,121507,271573,115756,276177,97260,152524,159473,138257,117402,193551,117808,212517,129372,,130526,100240,223529,111358,101704
2004-11-01,232110,420382,192281,186559,329692,132610,234004,150518,238983,292401,229786,366317,206170,132568,164090,135273,147862,148339,154717,287351,89789,389562,208089,193650,149887,363377,194772,,132683,196579,172301,247082,122139,275692,116039,279508,97579,153084,160527,138947,117677,195323,119139,213501,129626,,131158,100744,227165,111689,102126
2004-12-01,235380,426912,195114,189920,333151,133031,236129,150907,239627,296298,232193,368670,207592,133085,164519,135856,148690,149059,155222,290675,90356,396860,209829,193606,151171,368542,196772,,132993,198619,173679,249150,122803,279727,116396,282428,97905,153744,161529,139459,118070,196837,119585,214525,130103,,131760,101234,231766,112026,102392
2005-01-01,238790,432531,198129,193437,336470,133612,238203,151323,240280,299790,234624,370928,208878,133560,164852,136411,149509,149969,155575,293782,90995,402194,211381,193590,152538,370132,198595,,133357,201612,175056,251218,123322,283919,117259,284594,98298,154380,162000,140196,118382,198265,120171,215870,130603,,132057,101886,234964,112377,102565
2005-02-01,242080,439142,201406,197897,339638,134115,240259,151633,240738,305779,236702,373881,210201,134183,165204,136911,150335,151050,156028,296879,91686,409123,213173,193975,153528,374664,200499,184353,133755,204206,176084,253108,123715,287889,118293,286381,98698,155030,162370,141106,118788,199530,120687,217324,131070,,132270,102618,237027,112789,102954
2005-03-01,245685,445974,205130,202402,343026,134617,242110,151953,241260,311859,239251,376934,211503,134883,165588,137398,151314,152423,156434,299540,92213,416165,215451,194523,154567,380869,202392,184335,134160,206624,176872,255134,124007,291873,119340,288854,99072,155932,162795,141982,119116,200555,121142,218468,131558,,132419,103400,238671,113301,103454
2005-04-01,249873,453848,209491,208018,347095,135000,244148,152203,241889,320460,242384,380186,212993,135679,166146,137909,152261,153730,157044,302876,92707,425863,218727,195342,155760,389001,204882,185157,134534,207888,177421,257566,124356,296758,119820,291730,99393,156877,163777,142771,119633,201746,121416,219809,132008,,132992,104120,241072,113817,104067
2005-05-01,254903,461062,214259,214486,351531,135397,246318,152565,242765,325278,246049,382747,214543,136469,166811,138547,153222,155329,157647,305666,93324,435406,222272,196004,157257,394562,206975,186192,134845,209129,178428,259711,124745,302190,120332,294913,99747,157909,165025,143462,120309,203450,121828,221176,132552,,133619,104797,244766,114319,104579
2005-06-01,259669,467576,219406,222836,356135,135803,248536,152804,243555,329356,250293,384283,216067,137308,167545,139193,154231,157386,158419,308097,94135,445881,226164,196803,158958,400131,208831,187532,135176,210166,179452,261442,125240,308260,120997,297946,100049,159010,166369,144332,121130,204673,121689,222572,132960,,134506,105481,247260,114759,105275
2005-07-01,264230,473894,224868,231923,360388,136119,250911,152964,244239,331581,254839,385117,217519,138243,168176,139841,155476,159860,159240,309795,94972,456514,230178,197726,160721,406623,210445,188487,135470,211369,180872,262760,125793,314472,121688,300856,100359,160510,167701,145092,121994,206174,121694,223560,133436,,135446,106195,249537,115193,105849
2005-08-01,268241,480459,230440,240458,364587,136419,253383,153173,244896,335370,259909,385555,218953,139174,168792,140476,156732,,160130,312221,95322,466924,234573,198807,162539,414142,212467,190047,135801,212459,182004,264213,126354,320779,122138,303973,100674,162248,168942,146017,122732,207600,121688,224292,133776,,136580,106818,251535,115607,106670
2005-09-01,272400,487031,235744,249210,368519,136723,255980,153433,245423,338172,264362,386776,220561,140072,169412,141120,157929,165903,160959,314942,95656,476522,239049,199985,164165,420815,214856,191884,136097,213703,183284,265747,126926,326028,122424,307001,101041,164279,169977,147052,123304,209655,122323,225167,134177,,137636,107482,254499,115993,107464
2005-10-01,275963,493430,240480,256363,372498,136932,258562,153700,246067,340023,268224,388113,222104,140877,170029,141795,159033,,161845,317480,95904,484130,243036,201204,165624,425470,217150,193906,136402,214735,184666,267229,127632,330923,122658,310127,101346,166175,170791,147998,123668,211717,122584,225971,134507,,138882,108142,257881,116277,108505
2005-11-01,279299,498143,244861,263136,376265,137234,260762,153883,246593,340858,271794,389128,223440,141628,170620,142390,160095,,162642,319136,96452,491315,246585,202641,166963,429874,219000,195098,136695,215602,185995,268529,128522,334540,122879,312895,101699,168085,171431,148518,124039,213642,122651,226884,134880,,140081,108935,260321,116606,109261
2005-12-01,281904,502520,248990,266984,379743,137427,263057,154072,247152,341140,275098,388972,224723,142371,171162,142952,161201,181039,163428,320275,96974,498761,250337,204109,168230,434117,220654,196260,136950,216419,187325,269758,129471,338789,123049,315071,102037,169946,171931,148785,124399,215719,122913,227501,135143,,141435,109629,262450,116935,109698
2006-01-01,284283,506058,252885,268509,382551,137654,264978,154270,247704,341663,277964,388601,226027,142968,171724,143390,162194,182306,164143,320475,97529,507150,253790,205426,169320,438554,221985,197028,137143,217290,188548,270763,130403,341875,123004,316622,102412,171732,172279,149244,124674,217523,123335,228024,135486,,142871,110215,264482,117280,110067
2006-02-01,286711,509337,256508,271970,385349,137950,266780,154438,248022,341725,281158,387696,227293,143672,172300,143786,163508,183788,164869,321300,97630,515726,256852,206925,170257,442040,223419,198498,137292,217638,189944,270708,131321,345322,123003,317145,102870,173557,172681,149835,124886,218469,123900,228434,135840,,144307,110755,266975,117574,110682
2006-03-01,289188,512567,260450,276278,388178,138339,268187,154482,248313,344065,284497,387330,228553,144386,172834,144123,164629,185805,165676,322613,97606,521899,259922,208621,171167,445777,225176,199998,137435,217828,191306,270527,132376,348908,122857,318741,103404,175333,172997,150297,125079,218964,124194,228749,136258,,145771,111307,269544,117872,111621
2006-04-01,291339,515392,264833,281170,391380,138863,269396,154372,248595,346810,288611,387022,229617,145246,173367,144480,165883,188793,166535,324809,97422,528230,263598,210833,172184,448869,226635,201883,137602,217510,192859,270861,133477,353139,122904,320377,103902,177644,173361,150467,125302,219548,124549,229084,136644,,147013,111882,271900,118170,112714
2006-05-01,292667,518330,268780,283507,394240,139493,270581,154154,249272,349626,292556,386790,230776,146055,173859,144821,167043,191692,167476,325603,97791,531288,267808,213149,173360,451252,228246,203478,137773,217546,194707,271493,134534,357168,123057,322566,104307,179801,173642,150861,125543,221002,124798,229263,137026,,147953,112412,273992,118431,113423
2006-06-01,293515,520006,271899,284527,396599,140120,271859,153859,249852,350390,296242,386039,231479,146897,174427,145182,168402,195510,168381,325641,98197,534482,272402,216261,174637,451937,229513,205087,137917,217297,196624,271851,135530,360080,123522,323377,104683,182076,173862,151394,125801,222404,125046,229555,137328,,148806,112927,275563,118659,114199
2006-07-01,294335,520278,273785,284184,397874,140714,273027,153555,250133,350511,299624,383928,232075,147739,175018,145551,169768,197704,169313,324456,98545,536718,276420,220087,175736,450988,230825,206549,138039,217041,198566,271338,136443,362556,123970,324018,105072,183851,173985,152093,126128,223949,125338,229473,137569,,149506,113408,277121,118856,114667
2006-08-01,294806,520014,274983,282785,398183,141207,274046,153195,250450,349998,302685,381616,232536,148603,175625,145878,170935,199845,170274,323194,98801,538931,279943,224139,176550,450141,232145,208060,138091,217104,199959,271045,137429,364317,124361,324042,105448,185807,174168,152398,126461,225748,125799,229312,137609,,150308,113855,278455,119056,115590
2006-09-01,294655,518438,275210,280523,397955,141780,274565,152806,250383,349077,305261,378833,232901,149361,176129,146237,171902,201633,171179,321164,99134,541376,281704,227922,177055,449177,233313,209238,138072,217506,201314,270520,138223,365452,124650,323942,105756,187630,174466,152774,126771,227753,126197,228793,137753,,150925,114300,279568,119370,116465
2006-10-01,294168,517088,274848,279466,397149,142541,274950,152359,250186,347347,307364,376610,233082,150079,176567,146627,172685,200781,171987,319353,99630,541679,283045,231160,177474,447582,234547,210479,138002,218198,202849,269576,138935,365589,125051,323390,106089,189426,174793,152847,127050,229519,126646,228497,137937,,151498,114589,280853,119687,117543
2006-11-01,293768,515684,274219,277567,396122,143197,275098,151848,249700,345087,308634,374096,233188,150636,176853,147000,173243,201128,172627,317221,99839,542976,284030,234174,177807,445160,235801,211756,137857,218469,204571,268540,139277,365606,125333,322649,106416,190894,174991,153230,127324,230754,127010,228081,138242,,152118,114856,281049,120000,118294
